customer_id,signup_date,plan,monthly_fee,recency_days,churn
2042,2021-05-12,basic,10.0,178,0
2043,2021-12-21,basic,10.0,24,0
2044,2022-01-29,standard,20.0,42,1
2045,2023-08-04,standard,20.0,50,0
2046,2023-04-15,basic,10.0,98,1
2047,2021-11-14,basic,10.0,198,0
2048,2022-10-07,basic,10.0,47,0
2049,2023-10-15,basic,10.0,190,1
2050,2022-02-05,standard,20.0,140,0
2051,2023-10-01,basic,10.0,108,0
2052,2022-07-14,basic,10.0,141,1
2053,2021-08-11,standard,20.0,36,1
2054,2021-02-08,basic,10.0,60,0
2055,2022-05-10,premium,40.0,63,0
2056,2022-01-17,basic,10.0,54,1
2057,2021-07-21,premium,40.0,122,0
2058,2023-01-30,basic,10.0,101,0
2059,2023-08-29,basic,10.0,45,0
2060,2021-01-19,basic,10.0,194,1
2061,2023-11-11,basic,10.0,96,0
2062,2022-06-18,premium,40.0,124,0
2063,2022-12-14,standard,20.0,167,0
2064,2021-07-10,basic,10.0,137,1
2065,2021-05-14,standard,20.0,10,0
2066,2021-07-26,standard,20.0,5,0
2067,2021-12-23,standard,20.0,180,0
2068,2021-11-27,basic,10.0,95,0
2069,2022-07-28,standard,20.0,149,1
2070,2021-08-24,basic,10.0,54,0
2071,2021-09-13,standard,20.0,110,1
2072,2021-05-04,basic,10.0,2,0
2073,2021-06-29,basic,10.0,137,0
2074,2021-11-08,basic,10.0,19,0
2075,2021-10-27,standard,20.0,46,0
2076,2023-04-18,premium,40.0,72,0
2077,2023-09-07,basic,10.0,2,0
2078,2022-10-01,standard,20.0,78,0
2079,2022-01-01,premium,40.0,13,0
2080,2023-04-27,standard,20.0,23,0
2081,2022-07-13,basic,10.0,85,0
2082,2023-07-07,standard,20.0,92,0
2083,2021-09-11,standard,20.0,11,0
2084,2023-02-23,basic,10.0,149,0
2085,2022-02-08,premium,40.0,196,0
2086,2021-08-12,basic,10.0,95,0
2087,2023-06-24,premium,40.0,14,0
2088,2022-02-23,standard,20.0,68,1
2089,2022-02-28,premium,40.0,189,1
2090,2021-11-23,standard,20.0,40,0
2091,2022-10-24,standard,20.0,161,0
2092,2023-04-03,basic,10.0,7,0
2093,2021-11-12,standard,20.0,97,0
2094,2022-11-07,basic,10.0,161,0
2095,2021-03-21,standard,20.0,186,0
2096,2022-11-22,basic,10.0,156,0
2097,2023-09-01,premium,40.0,88,0
2098,2023-08-10,standard,20.0,66,1
2099,2021-02-16,basic,10.0,21,0
2100,2021-09-18,basic,10.0,29,0
2101,2023-05-06,basic,10.0,182,0
2102,2021-10-24,premium,40.0,182,1
2103,2021-06-26,premium,40.0,167,0
2104,2022-12-19,premium,40.0,34,0
2105,2021-10-08,basic,10.0,3,0
2106,2023-07-19,premium,40.0,197,0
2107,2023-08-20,basic,10.0,75,0
2108,2021-01-13,standard,20.0,111,0
2109,2023-12-11,standard,20.0,21,0
2110,2023-09-26,premium,40.0,31,0
2111,2022-09-15,basic,10.0,54,0
2112,2021-10-20,basic,10.0,119,0
2113,2021-02-23,standard,20.0,6,0
2114,2021-12-22,basic,10.0,168,1
2115,2023-08-11,premium,40.0,135,0
2116,2022-12-04,standard,20.0,79,1
2117,2022-07-17,basic,10.0,83,0
2118,2023-09-30,standard,20.0,138,0
2119,2023-06-18,basic,10.0,41,0
2120,2021-03-14,standard,20.0,150,0
2121,2023-08-22,standard,20.0,162,0
2122,2022-05-28,premium,40.0,36,0
2123,2021-07-06,standard,20.0,143,0
2124,2023-06-07,standard,20.0,37,0
2125,2022-05-09,standard,20.0,123,1
2126,2022-06-28,basic,10.0,32,0
2127,2022-06-19,basic,10.0,53,0
2128,2022-10-21,standard,20.0,189,1
2129,2023-06-19,standard,20.0,148,0
2130,2023-02-22,standard,20.0,187,1
2131,2022-03-16,standard,20.0,109,0
2132,2022-11-19,standard,20.0,40,1
2133,2022-01-07,premium,40.0,17,0
2134,2021-01-16,standard,20.0,160,0
2135,2022-03-18,premium,40.0,137,0
2136,2023-09-01,standard,20.0,158,0
2137,2023-10-02,basic,10.0,162,1
2138,2021-09-26,basic,10.0,9,0
2139,2021-09-10,standard,20.0,29,0
2140,2022-04-14,premium,40.0,171,0
2141,2023-08-04,standard,20.0,86,0
2142,2023-07-14,standard,20.0,8,0
2143,2021-09-02,standard,20.0,32,0
2144,2022-01-19,basic,10.0,23,0
2145,2022-12-07,basic,10.0,90,1
2146,2022-04-24,basic,10.0,149,1
2147,2021-02-07,standard,20.0,29,0
2148,2022-10-27,standard,20.0,41,0
2149,2023-03-12,standard,20.0,19,0
2150,2022-01-19,premium,40.0,152,0
2151,2022-08-18,basic,10.0,21,0
2152,2021-11-01,basic,10.0,55,0
2153,2023-12-11,basic,10.0,25,0
2154,2022-07-25,standard,20.0,157,1
2155,2021-01-10,standard,20.0,118,0
2156,2021-07-15,basic,10.0,153,1
2157,2022-01-29,basic,10.0,136,0
2158,2022-03-10,standard,20.0,129,0
2159,2023-03-17,basic,10.0,165,1
2160,2021-08-22,standard,20.0,122,1
2161,2022-01-15,standard,20.0,125,1
2162,2021-05-16,premium,40.0,75,0
2163,2022-02-11,standard,20.0,180,1
2164,2023-11-29,standard,20.0,139,1
2165,2022-08-24,basic,10.0,57,0
2166,2023-06-21,basic,10.0,54,0
2167,2022-04-25,basic,10.0,97,0
2168,2023-11-16,basic,10.0,136,0
2169,2023-11-28,premium,40.0,161,1
2170,2022-04-02,basic,10.0,147,1
2171,2023-07-23,standard,20.0,19,0
2172,2021-10-13,basic,10.0,133,1
2173,2022-04-09,basic,10.0,183,0
2174,2023-09-13,basic,10.0,56,1
2175,2023-02-17,standard,20.0,108,0
2176,2021-10-07,basic,10.0,159,0
2177,2021-08-13,basic,10.0,4,0
2178,2022-04-15,standard,20.0,77,0
2179,2022-09-23,basic,10.0,84,0
2180,2022-11-12,standard,20.0,78,0
2181,2021-01-05,basic,10.0,49,0
2182,2021-08-21,basic,10.0,180,0
2183,2022-06-28,basic,10.0,16,0
2184,2022-06-16,basic,10.0,30,0
2185,2023-10-25,standard,20.0,124,0
2186,2023-05-17,standard,20.0,17,1
2187,2023-04-27,standard,20.0,164,1
2188,2022-10-19,standard,20.0,43,0
2189,2022-09-18,basic,10.0,101,0
2190,2022-01-01,premium,40.0,91,0
2191,2021-02-05,basic,10.0,146,0
2192,2021-06-06,basic,10.0,188,0
2193,2021-03-30,basic,10.0,169,0
2194,2022-05-05,basic,10.0,173,1
2195,2022-05-24,premium,40.0,65,0
2196,2022-05-25,standard,20.0,174,0
2197,2021-05-21,basic,10.0,162,1
2198,2021-10-31,standard,20.0,151,0
2199,2021-01-17,basic,10.0,71,1
2200,2022-03-03,standard,20.0,103,0
2201,2021-09-27,standard,20.0,67,1
2202,2022-02-20,standard,20.0,153,1
2203,2022-10-08,standard,20.0,133,0
2204,2021-05-01,basic,10.0,38,0
2205,2022-08-30,basic,10.0,72,0
2206,2023-09-18,basic,10.0,129,0
2207,2021-04-10,basic,10.0,103,0
2208,2023-05-23,standard,20.0,92,1
2209,2023-01-20,standard,20.0,169,0
2210,2022-10-25,standard,20.0,86,0
2211,2023-02-18,basic,10.0,109,1
2212,2021-10-08,basic,10.0,124,0
2213,2022-12-16,standard,20.0,141,0
2214,2022-08-31,basic,10.0,81,0
2215,2023-11-28,standard,20.0,173,0
2216,2022-02-06,standard,20.0,8,0
2217,2023-08-02,basic,10.0,84,0
2218,2021-08-20,standard,20.0,183,1
2219,2021-09-09,basic,10.0,2,0
2220,2021-11-03,basic,10.0,84,1
2221,2022-01-23,basic,10.0,188,1
2222,2022-09-25,basic,10.0,130,0
2223,2022-08-09,basic,10.0,0,0
2224,2021-11-25,premium,40.0,15,0
2225,2021-02-06,basic,10.0,16,0
2226,2022-12-01,basic,10.0,31,0
2227,2022-02-06,basic,10.0,154,0
2228,2023-07-31,basic,10.0,83,1
2229,2022-06-11,standard,20.0,125,1
2230,2023-03-21,standard,20.0,64,1
2231,2023-04-05,basic,10.0,30,1
2232,2023-08-27,standard,20.0,94,0
2233,2023-08-06,basic,10.0,75,0
2234,2023-08-25,standard,20.0,162,0
2235,2021-09-17,standard,20.0,182,0
2236,2023-04-05,basic,10.0,129,1
2237,2021-10-23,basic,10.0,196,1
2238,2022-06-17,basic,10.0,0,0
2239,2021-08-21,basic,10.0,11,0
2240,2021-08-27,premium,40.0,21,0
2241,2021-12-15,basic,10.0,57,0
2242,2021-03-01,basic,10.0,149,1
2243,2023-11-04,basic,10.0,157,1
2244,2022-02-25,basic,10.0,163,1
2245,2022-11-21,basic,10.0,198,1
2246,2021-05-09,basic,10.0,46,1
2247,2021-05-21,basic,10.0,114,1
2248,2021-05-08,basic,10.0,134,0
2249,2021-03-08,basic,10.0,125,1
2250,2021-11-23,standard,20.0,137,0
2251,2021-03-09,basic,10.0,143,1
2252,2022-01-09,standard,20.0,117,0
2253,2022-07-01,premium,40.0,40,0
2254,2023-12-06,standard,20.0,182,0
2255,2021-07-18,basic,10.0,111,0
2256,2021-06-04,basic,10.0,89,1
2257,2023-06-07,basic,10.0,178,1
2258,2022-11-13,basic,10.0,34,0
2259,2021-07-28,premium,40.0,194,0
2260,2021-02-03,basic,10.0,80,1
2261,2021-04-30,premium,40.0,146,1
2262,2023-07-14,premium,40.0,130,0
2263,2021-03-05,standard,20.0,142,1
2264,2021-04-30,standard,20.0,154,0
2265,2023-12-26,standard,20.0,173,0
2266,2022-03-02,standard,20.0,76,0
2267,2021-09-04,premium,40.0,175,1
2268,2022-06-23,basic,10.0,60,1
2269,2022-10-29,basic,10.0,193,1
2270,2023-05-17,standard,20.0,100,1
2271,2021-01-29,basic,10.0,40,0
2272,2022-06-09,basic,10.0,7,0
2273,2022-07-29,basic,10.0,6,0
2274,2021-10-29,basic,10.0,119,1
2275,2022-01-20,standard,20.0,180,0
2276,2023-05-23,premium,40.0,189,1
2277,2021-08-11,basic,10.0,71,1
2278,2021-08-08,standard,20.0,58,0
2279,2022-10-04,basic,10.0,180,1
2280,2023-11-24,standard,20.0,154,0
2281,2023-11-11,standard,20.0,4,0
2282,2022-12-11,standard,20.0,164,0
2283,2021-05-15,standard,20.0,114,1
2284,2021-01-27,standard,20.0,79,1
2285,2021-02-13,standard,20.0,93,1
2286,2023-11-16,standard,20.0,193,0
2287,2022-07-21,standard,20.0,125,0
2288,2023-08-04,basic,10.0,199,0
2289,2022-09-29,premium,40.0,3,0
2290,2021-08-10,standard,20.0,5,0
2291,2022-10-30,standard,20.0,23,0
2292,2023-12-10,standard,20.0,26,0
2293,2023-06-25,basic,10.0,127,1
2294,2022-04-06,standard,20.0,26,0
2295,2023-02-07,basic,10.0,17,0
2296,2023-12-07,premium,40.0,166,0
2297,2023-12-08,basic,10.0,102,0
2298,2022-07-19,basic,10.0,82,1
2299,2023-07-02,standard,20.0,106,1
2300,2022-03-22,standard,20.0,100,0
2301,2023-03-22,basic,10.0,0,0
2302,2022-02-10,basic,10.0,148,0
2303,2022-02-21,standard,20.0,49,0
2304,2023-03-25,basic,10.0,82,0
2305,2021-07-07,basic,10.0,90,0
2306,2023-04-23,standard,20.0,88,0
2307,2023-03-15,basic,10.0,154,1
2308,2023-06-16,basic,10.0,8,1
2309,2022-07-22,standard,20.0,191,1
2310,2023-04-25,standard,20.0,113,0
2311,2021-03-18,basic,10.0,16,0
2312,2021-06-11,basic,10.0,103,0
2313,2022-05-29,basic,10.0,54,0
2314,2021-02-26,basic,10.0,79,1
2315,2021-10-23,basic,10.0,138,0
2316,2021-11-26,standard,20.0,11,0
2317,2022-03-04,premium,40.0,63,0
2318,2021-12-29,basic,10.0,152,1
2319,2021-09-24,standard,20.0,117,0
2320,2022-03-01,basic,10.0,116,1
2321,2023-05-10,standard,20.0,94,0
2322,2022-09-16,basic,10.0,107,0
2323,2021-05-10,standard,20.0,138,1
2324,2021-10-27,standard,20.0,4,0
2325,2021-02-07,basic,10.0,3,0
2326,2023-12-05,basic,10.0,55,0
2327,2023-03-11,premium,40.0,65,0
2328,2022-02-18,standard,20.0,157,0
2329,2023-02-19,standard,20.0,144,0
2330,2021-08-25,basic,10.0,199,0
2331,2021-10-05,standard,20.0,21,0
2332,2022-03-14,standard,20.0,0,0
2333,2021-04-19,basic,10.0,15,0
2334,2022-05-06,basic,10.0,163,1
2335,2021-12-25,standard,20.0,177,1
2336,2022-08-25,basic,10.0,8,0
2337,2022-11-17,premium,40.0,176,0
2338,2021-07-25,standard,20.0,198,1
2339,2022-11-04,standard,20.0,45,1
2340,2022-05-05,basic,10.0,113,1
2341,2023-08-29,standard,20.0,37,1
2342,2023-10-27,standard,20.0,77,0
2343,2023-11-12,standard,20.0,133,0
2344,2021-05-25,premium,40.0,39,0
2345,2021-11-13,basic,10.0,13,0
2346,2023-05-27,basic,10.0,49,0
2347,2021-04-01,basic,10.0,100,0
2348,2021-09-24,basic,10.0,161,0
2349,2022-01-22,standard,20.0,172,0
2350,2021-12-27,basic,10.0,113,1
2351,2021-07-15,standard,20.0,116,0
2352,2023-09-02,basic,10.0,113,0
2353,2022-04-25,premium,40.0,57,0
2354,2022-05-21,standard,20.0,32,0
2355,2022-06-28,premium,40.0,55,0
2356,2023-10-13,basic,10.0,173,0
2357,2023-12-26,standard,20.0,69,0
2358,2021-01-16,standard,20.0,69,0
2359,2023-04-10,basic,10.0,176,0
2360,2022-08-29,standard,20.0,77,0
2361,2022-12-26,basic,10.0,84,0
2362,2021-03-23,premium,40.0,124,0
2363,2022-07-05,basic,10.0,108,1
2364,2022-07-08,basic,10.0,47,0
2365,2023-11-11,basic,10.0,58,0
2366,2023-04-09,standard,20.0,54,1
2367,2022-11-24,basic,10.0,155,0
2368,2021-06-06,premium,40.0,69,1
2369,2022-01-20,standard,20.0,189,0
2370,2021-08-30,standard,20.0,3,0
2371,2021-09-12,standard,20.0,138,0
2372,2023-07-10,standard,20.0,89,0
2373,2022-08-25,basic,10.0,42,0
2374,2023-04-03,standard,20.0,95,0
2375,2022-08-21,standard,20.0,192,0
2376,2022-09-18,basic,10.0,171,0
2377,2021-02-22,standard,20.0,155,1
2378,2022-10-07,basic,10.0,40,0
2379,2022-05-03,premium,40.0,60,0
2380,2021-08-03,basic,10.0,168,1
2381,2022-09-19,basic,10.0,66,0
2382,2022-07-20,basic,10.0,139,1
2383,2021-10-03,standard,20.0,60,1
2384,2023-09-11,basic,10.0,50,0
2385,2023-10-31,basic,10.0,61,0
2386,2022-04-19,basic,10.0,137,1
2387,2021-05-19,standard,20.0,141,1
2388,2021-03-19,standard,20.0,151,0
2389,2023-08-23,premium,40.0,112,0
2390,2023-10-28,standard,20.0,15,1
2391,2022-10-18,standard,20.0,113,0
2392,2023-05-06,basic,10.0,67,1
2393,2021-04-23,basic,10.0,150,0
2394,2021-03-23,basic,10.0,25,0
2395,2021-12-21,standard,20.0,177,1
2396,2022-04-04,basic,10.0,104,0
2397,2022-02-24,standard,20.0,33,0
2398,2021-06-16,basic,10.0,0,0
2399,2021-03-06,standard,20.0,78,0
2400,2023-08-26,basic,10.0,62,0
2401,2022-08-28,premium,40.0,75,0
2402,2022-12-18,standard,20.0,145,1
2403,2022-09-02,standard,20.0,173,1
2404,2023-10-16,standard,20.0,156,1
2405,2021-07-25,basic,10.0,125,0
2406,2022-05-30,basic,10.0,160,1
2407,2021-11-03,basic,10.0,181,1
2408,2023-12-21,basic,10.0,7,0
2409,2023-02-16,premium,40.0,3,0
2410,2021-03-25,basic,10.0,96,1
2411,2021-03-01,basic,10.0,159,0
2412,2021-09-12,basic,10.0,182,0
2413,2021-10-16,premium,40.0,184,0
2414,2023-06-04,basic,10.0,72,0
2415,2023-12-03,standard,20.0,55,1
2416,2022-10-09,basic,10.0,107,1
2417,2023-07-19,basic,10.0,20,0
2418,2023-10-06,standard,20.0,16,0
2419,2021-07-25,basic,10.0,152,0
2420,2022-02-13,standard,20.0,24,0
2421,2021-08-19,premium,40.0,33,0
2422,2021-01-03,standard,20.0,126,0
2423,2021-04-20,basic,10.0,135,0
2424,2022-05-28,standard,20.0,161,0
2425,2021-10-21,basic,10.0,45,0
2426,2021-06-01,basic,10.0,114,0
2427,2022-10-17,standard,20.0,170,0
2428,2021-06-22,basic,10.0,15,0
2429,2021-07-28,standard,20.0,185,0
2430,2021-08-23,basic,10.0,137,1
2431,2022-04-24,basic,10.0,20,0
2432,2021-08-10,basic,10.0,5,0
2433,2021-07-30,standard,20.0,140,1
2434,2022-04-07,standard,20.0,156,0
2435,2022-07-16,standard,20.0,63,0
2436,2022-09-10,standard,20.0,4,0
2437,2022-06-12,premium,40.0,166,0
2438,2023-06-25,basic,10.0,63,0
2439,2023-05-05,premium,40.0,20,1
2440,2021-02-01,basic,10.0,123,1
2441,2022-08-10,standard,20.0,132,0
2442,2021-03-09,standard,20.0,187,0
2443,2022-12-10,standard,20.0,187,0
2444,2022-01-13,standard,20.0,85,0
2445,2023-06-30,basic,10.0,16,0
2446,2022-04-06,basic,10.0,95,1
2447,2023-11-16,standard,20.0,35,0
2448,2021-04-18,standard,20.0,169,0
2449,2021-12-09,premium,40.0,141,1
2450,2023-04-22,standard,20.0,134,0
2451,2022-04-19,premium,40.0,162,0
2452,2021-10-06,basic,10.0,186,1
2453,2023-08-27,basic,10.0,181,0
2454,2023-12-18,basic,10.0,178,1
2455,2022-02-14,basic,10.0,126,0
2456,2022-12-16,basic,10.0,122,0
2457,2022-09-05,basic,10.0,176,1
2458,2021-03-16,basic,10.0,169,1
2459,2022-05-28,premium,40.0,113,0
2460,2023-09-21,standard,20.0,69,0
2461,2022-04-08,basic,10.0,131,0
2462,2022-05-10,premium,40.0,0,0
2463,2023-11-28,basic,10.0,94,0
2464,2023-05-30,basic,10.0,102,1
2465,2023-03-09,standard,20.0,26,0
2466,2023-03-02,premium,40.0,196,1
2467,2022-03-14,basic,10.0,29,1
2468,2021-11-12,basic,10.0,57,0
2469,2023-11-30,standard,20.0,0,0
2470,2022-06-25,basic,10.0,104,0
2471,2021-07-09,basic,10.0,111,1
2472,2021-02-24,basic,10.0,167,1
2473,2021-02-01,basic,10.0,118,1
2474,2021-02-13,standard,20.0,168,0
2475,2022-05-17,standard,20.0,130,1
2476,2022-01-05,basic,10.0,172,0
2477,2021-03-03,premium,40.0,71,1
2478,2023-10-02,standard,20.0,161,0
2479,2023-11-30,standard,20.0,189,1
2480,2023-03-16,premium,40.0,117,0
2481,2023-07-07,basic,10.0,137,0
2482,2023-04-18,basic,10.0,6,0
2483,2023-11-06,standard,20.0,174,1
2484,2022-04-07,basic,10.0,23,0
2485,2023-02-15,basic,10.0,3,0
2486,2023-11-15,premium,40.0,117,0
2487,2022-11-21,basic,10.0,174,1
2488,2022-09-13,premium,40.0,60,0
2489,2021-01-27,basic,10.0,136,1
2490,2022-10-25,basic,10.0,105,0
2491,2022-05-25,basic,10.0,172,0
2492,2023-09-07,standard,20.0,110,0
2493,2021-07-27,basic,10.0,18,0
2494,2021-09-14,standard,20.0,129,1
2495,2021-01-27,basic,10.0,138,0
2496,2021-08-31,basic,10.0,185,0
2497,2021-02-25,basic,10.0,199,0
2498,2022-08-23,standard,20.0,173,0
2499,2023-10-06,standard,20.0,142,0
2500,2022-08-19,standard,20.0,11,0
2501,2021-10-22,standard,20.0,159,1
2502,2022-11-25,basic,10.0,82,0
2503,2023-03-05,standard,20.0,13,0
2504,2021-04-22,basic,10.0,105,1
2505,2023-08-10,standard,20.0,72,0
2506,2021-11-04,basic,10.0,185,0
2507,2021-06-08,premium,40.0,3,0
2508,2021-10-10,standard,20.0,74,0
2509,2022-04-11,basic,10.0,135,0
2510,2022-06-19,standard,20.0,27,0
2511,2022-01-06,basic,10.0,160,0
2512,2022-10-07,premium,40.0,73,0
2513,2023-09-03,premium,40.0,169,0
2514,2022-04-18,standard,20.0,50,0
2515,2023-10-14,basic,10.0,47,0
2516,2023-08-30,standard,20.0,110,0
2517,2022-07-10,standard,20.0,29,0
2518,2022-03-27,standard,20.0,101,0
2519,2022-02-12,standard,20.0,44,0
2520,2022-08-11,standard,20.0,164,1
2521,2021-11-29,premium,40.0,49,0
2522,2021-05-14,standard,20.0,59,0
2523,2022-04-17,basic,10.0,62,0
2524,2022-07-03,standard,20.0,145,1
2525,2021-12-30,basic,10.0,113,1
2526,2023-11-09,premium,40.0,167,0
2527,2023-05-04,standard,20.0,188,0
2528,2023-09-05,basic,10.0,51,0
2529,2021-10-09,standard,20.0,123,1
2530,2021-01-14,basic,10.0,106,0
2531,2022-06-11,basic,10.0,14,1
2532,2023-12-13,premium,40.0,77,0
2533,2022-02-08,basic,10.0,169,0
2534,2022-09-03,premium,40.0,134,1
2535,2023-05-07,basic,10.0,166,1
2536,2023-06-14,basic,10.0,103,1
2537,2021-01-22,standard,20.0,162,1
2538,2021-09-11,premium,40.0,195,1
2539,2023-11-16,basic,10.0,167,0
2540,2021-03-13,standard,20.0,187,0
2541,2023-03-30,basic,10.0,105,0
2542,2023-09-01,basic,10.0,70,0
2543,2023-06-18,standard,20.0,110,0
2544,2022-06-20,basic,10.0,67,0
2545,2022-05-07,basic,10.0,136,1
2546,2021-10-15,premium,40.0,77,0
2547,2023-06-10,premium,40.0,182,1
2548,2021-10-14,basic,10.0,149,0
2549,2021-03-09,basic,10.0,0,0
2550,2022-02-23,basic,10.0,134,1
2551,2023-10-13,standard,20.0,138,0
2552,2021-08-30,basic,10.0,111,0
2553,2021-01-10,standard,20.0,29,0
2554,2021-09-29,premium,40.0,39,0
2555,2021-06-26,basic,10.0,145,0
2556,2022-10-25,premium,40.0,45,0
2557,2022-09-18,standard,20.0,24,0
2558,2023-10-09,standard,20.0,106,0
2559,2022-03-11,basic,10.0,156,1
2560,2022-12-08,standard,20.0,136,0
2561,2021-07-13,standard,20.0,49,0
2562,2022-08-09,basic,10.0,194,0
2563,2021-12-03,standard,20.0,36,0
2564,2021-06-26,basic,10.0,50,0
2565,2023-11-02,standard,20.0,166,1
2566,2021-01-07,basic,10.0,36,0
2567,2023-02-24,standard,20.0,160,1
2568,2023-07-26,standard,20.0,174,1
2569,2022-12-22,basic,10.0,9,0
2570,2023-07-29,basic,10.0,174,0
2571,2021-02-23,basic,10.0,74,0
2572,2023-08-14,premium,40.0,97,1
2573,2022-08-25,standard,20.0,116,0
2574,2021-07-11,premium,40.0,167,0
2575,2023-10-20,basic,10.0,184,0
2576,2021-01-29,basic,10.0,182,0
2577,2023-04-05,premium,40.0,25,0
2578,2022-06-08,basic,10.0,163,1
2579,2021-01-31,basic,10.0,121,0
2580,2022-05-11,standard,20.0,109,0
2581,2023-05-14,basic,10.0,48,0
2582,2022-07-15,standard,20.0,93,0
2583,2022-03-29,premium,40.0,59,0
2584,2023-02-25,basic,10.0,176,0
2585,2021-01-11,basic,10.0,80,0
2586,2023-08-04,standard,20.0,130,1
2587,2022-03-25,standard,20.0,144,1
2588,2022-06-24,basic,10.0,156,0
2589,2021-03-30,basic,10.0,152,1
2590,2023-04-30,basic,10.0,61,0
2591,2021-11-16,premium,40.0,60,0
2592,2021-01-07,premium,40.0,80,1
2593,2023-02-25,basic,10.0,59,1
2594,2021-08-21,basic,10.0,93,0
2595,2021-03-21,basic,10.0,28,0
2596,2021-09-28,basic,10.0,198,1
2597,2022-11-07,basic,10.0,85,1
2598,2022-03-03,standard,20.0,57,1
2599,2021-02-01,basic,10.0,186,1
2600,2023-08-02,premium,40.0,112,0
2601,2022-10-19,standard,20.0,128,0
2602,2021-07-10,basic,10.0,178,0
2603,2023-08-14,basic,10.0,179,0
2604,2023-07-04,standard,20.0,185,0
2605,2021-05-19,standard,20.0,83,0
2606,2021-06-23,basic,10.0,135,0
2607,2021-08-22,standard,20.0,40,0
2608,2021-06-21,standard,20.0,134,1
2609,2023-07-20,standard,20.0,101,0
2610,2022-02-01,premium,40.0,88,0
2611,2021-02-17,basic,10.0,117,1
2612,2022-06-06,basic,10.0,104,0
2613,2021-07-07,basic,10.0,100,0
2614,2023-07-30,basic,10.0,146,1
2615,2023-02-08,premium,40.0,93,0
2616,2022-10-09,basic,10.0,153,0
2617,2022-09-16,basic,10.0,175,0
2618,2021-11-14,standard,20.0,174,0
2619,2022-09-11,basic,10.0,151,1
2620,2021-06-16,basic,10.0,1,0
2621,2021-02-25,standard,20.0,181,1
2622,2022-09-18,standard,20.0,50,1
2623,2023-11-06,standard,20.0,53,0
2624,2023-04-23,basic,10.0,65,0
2625,2023-06-08,standard,20.0,103,0
2626,2022-04-29,basic,10.0,93,0
2627,2021-09-12,standard,20.0,137,1
2628,2021-09-05,basic,10.0,113,0
2629,2021-06-08,basic,10.0,193,0
2630,2021-11-28,basic,10.0,123,0
2631,2022-06-26,basic,10.0,159,0
2632,2022-05-09,basic,10.0,23,0
2633,2023-03-06,premium,40.0,157,1
2634,2023-08-15,standard,20.0,34,0
2635,2021-06-28,basic,10.0,152,0
2636,2023-09-24,standard,20.0,128,0
2637,2023-03-11,standard,20.0,151,1
2638,2021-04-26,basic,10.0,133,0
2639,2021-06-23,standard,20.0,135,1
2640,2021-03-20,basic,10.0,21,0
2641,2023-03-21,basic,10.0,34,0
2642,2021-11-09,premium,40.0,57,0
2643,2021-07-13,standard,20.0,173,1
2644,2021-01-02,basic,10.0,196,1
2645,2022-08-25,standard,20.0,128,0
2646,2022-07-29,standard,20.0,175,0
2647,2021-08-02,basic,10.0,101,0
2648,2023-11-15,basic,10.0,179,1
2649,2021-02-21,basic,10.0,86,0
2650,2023-04-19,basic,10.0,59,0
2651,2021-12-17,basic,10.0,121,1
2652,2021-12-08,premium,40.0,84,0
2653,2021-02-07,premium,40.0,147,0
2654,2021-01-22,basic,10.0,109,0
2655,2022-10-20,basic,10.0,66,0
2656,2022-12-11,basic,10.0,182,1
2657,2023-06-01,basic,10.0,119,0
2658,2023-03-19,standard,20.0,52,0
2659,2023-12-27,premium,40.0,63,0
2660,2023-08-06,basic,10.0,44,0
2661,2023-05-15,standard,20.0,88,0
2662,2023-08-01,basic,10.0,157,1
2663,2022-09-10,basic,10.0,176,1
2664,2023-03-15,premium,40.0,69,0
2665,2023-12-08,premium,40.0,108,0
2666,2022-08-28,basic,10.0,29,0
2667,2021-11-01,basic,10.0,134,0
2668,2022-02-22,standard,20.0,60,0
2669,2023-04-22,basic,10.0,87,0
2670,2021-12-27,standard,20.0,2,0
2671,2021-07-15,basic,10.0,118,1
2672,2023-05-15,basic,10.0,180,0
2673,2023-04-08,basic,10.0,25,0
2674,2022-10-20,basic,10.0,88,0
2675,2021-08-15,standard,20.0,80,0
2676,2023-10-02,premium,40.0,172,0
2677,2023-10-06,basic,10.0,95,0
2678,2023-04-18,basic,10.0,165,0
2679,2022-06-07,basic,10.0,172,1
2680,2021-09-15,standard,20.0,58,0
2681,2023-07-21,basic,10.0,112,0
2682,2021-05-11,basic,10.0,102,0
2683,2023-12-21,basic,10.0,180,0
2684,2021-01-10,basic,10.0,22,0
2685,2023-04-30,basic,10.0,118,0
2686,2021-03-26,premium,40.0,111,0
2687,2022-08-10,basic,10.0,39,0
2688,2022-02-02,premium,40.0,82,0
2689,2021-01-15,standard,20.0,115,1
2690,2023-10-10,basic,10.0,173,1
2691,2021-08-14,standard,20.0,18,0
2692,2021-12-22,basic,10.0,173,1
2693,2023-05-02,basic,10.0,173,1
2694,2021-02-03,basic,10.0,172,1
2695,2022-07-31,standard,20.0,16,0
2696,2023-07-17,basic,10.0,86,1
2697,2022-05-27,standard,20.0,117,0
2698,2022-05-11,basic,10.0,124,1
2699,2023-11-10,standard,20.0,150,0
2700,2022-08-07,premium,40.0,25,0
2701,2023-01-04,standard,20.0,97,0
2702,2022-12-01,basic,10.0,167,0
2703,2021-05-20,basic,10.0,173,1
2704,2021-04-20,standard,20.0,10,0
2705,2022-10-22,basic,10.0,182,1
2706,2022-07-24,standard,20.0,69,0
